"de_para";"valor"
"ELECTRONMP*MANOEL";"compras"
"ELECTRONPAG*LUCASVI";"compras"
"PIX QRS LOJA ELECTR17/05";"compras"
"PIX TRANSF  EDMILSO18/05";"churros"
"ELECTRONARENA NOVO";"compras"
"ELECTRONARENA NOVO";"compras"
"FINANC IMOBILIARIO   014";"financiamento"
"PIX QRS SHPP B I P 24/05";"compras"
"ELECTRONS L BENFICA";"alimentacao"
"ELECTRONNEW CENTER";"compras"
"ELECTRONNIELLY NATH";"pessoa"
"ELECTRONPAG*GuelDoc";"comercio"
"ELECTRONMP*MANOEL";"pessoa"
"padaria";"padaria"
"ELECTRONS S P";"comercio"
"ELECTRONARENA NOVO";"quadra"
"ELECTRONCOMERCIAL N";"comercio"
"ELECTRONPG *TON BAR";"comercio"
"ELECTRONJOSE ADRIAN";"pessoa"
"ELECTRONTALISMA CAS";"comercio"
"condução";"transporte"
"ELECTRONMAIK GUSHI";"pessoa"
"ELECTRONRENATO GOME";"pessoa"
"ELECTRONMAGAZINE DO";"comercio"
"ELECTRONRODO STOP";"comercio"
"ELECTRONNEW CENTER";"comercio"
"PIX TRANSF  IMW 3 R16/08";"igreja"
"compras";"compras"
"ELECTRONPERTO SA";"comercio"
"ELECTRONGEORGE S TO";"pessoa"
"compras";"compras"
"ELECTRONPAG*ALLANDI";"comercio"
"ELECTRONSILVIO NAKA";"pessoa"
"ELECTRONMCB COMERCI";"comercio"
"PIX TRANSF  Cristia04/06";"pessoa"
"ELECTRONLEO COSMETI";"comercio"
"ELECTRONMAY BUSTANI";"comercio"
"igreja";"igreja"
"APM – Creche Eloha";"creche"
"ELECTRONFDI FERNAO";"comercio"
"ELECTRONIVANE VANZE";"comercio"
"ELECTRONBOX CAR";"comercio"
"ELECTRONJULIO BUONO";"comercio"
"PIX QRS LOJA ELECTR17/05";"pix comercio"
"PIX QRS SHPP B I P 20/06";"pix web"
"ELECTRONMAY BUSTANI";"comercio"
"PIX TRANSF  POUPETR06/02";"pix"
"ELECTRONGABRIELA PO";"pessoa"
"ELECTRONSANTANA DRI";"comercio"
"ELECTRONDJM BAZAR L";"comercio"
"PIX QRS ORION INSTI12/08";"pix"
"PIX QRS SHPP B I P 24/05";"pix web"
"PIX TRANSF  FGR COM11/08";"pix"
"M Jarouche Comerci02/03";"comercio"
"Artemis Comercio D02/03";"comercio"
"Djm Bazar Ltda    02/02";"comercio"
"Faz Master M Restauran";"alimentacao"
"Julio Buono";"comercio"
"Lanc E Salg -ct  Ana";"alimentacao"
"Lanc E Salg -ct  Ana";"alimentacao"
"Dany Modas";"comercio"
"Fdi Fernao Dias Drive";"comercio"
"Matriz";"comercio"
"Matriz";"comercio"
"Conveniencia-ct";"comercio"
"Estacionamen-ct Rena 7";"estacionamento"
"Bacio Dilate Apos 10hr";"comercio"
"Banca Da Michele";"comercio"
"Claudinea Carmen Antu";"pessoa"
"Djm Bazar Ltda    01/02";"comercio"
"Berlinf*tuim-ct";"comercio"
"Marcelo Naok-ct Yan";"comercio"
"Fdi Fernao Dias Drive";"comercio"
"Bp Crf Tiete-ct";"comercio"
"Axe Brasil";"comercio"
"Bella Italia";"comercio"
"Filial Popey-ct Hoppin";"comercio"
"Lombardi Alb Fast Food";"comercio"
"Ejk Empreendimentos Em";"comercio"
"Alro Comercio De Alim";"comercio"
"Dino Baby Eventos Infa";"roupa"
"Fernando    -ct";"pessoa"
"Fernando    -ct";"pessoa"
"Bate Bola Es-ct Onamen";"comercio"
"Lamour Cafe Prime Ltda";"alimentacao"
"Jose Da Silva Carvalh";"pessoa"
"Estapar*zad*sao*paulo";"estacionamento"
"3713 - Grsa Gr Pao De";"comercio"
"Delight     -ct";"comercio"
"Canaa Lancho-ct  E Cas";"comercio"
"Magia Comercio Embalage";"comercio"
"Fc Empreendi-ct Os";"comercio"
"Espaco Livre-ct I";"comercio"
"Estapar*zad*sao*paulo";"estacionamento"
"Encargos De Atraso";"comercio"
"M Jarouche Comerci01/03";"comercio"
"Artemis Comercio D01/03";"comercio"
"Loja Vic    -ct   02/02";"comercio"
"J A Rodrigues Bici02/02";"comercio"
"Happy Kids";"roupa"
"Aliado 2";"comercio"
"Franclau Comercio De";"comercio"
"Encargos De Atraso";"comercio"
"Biscoite Vl -ct Pia";"comercio"
"Loja Vic    -ct   01/02";"comercio"
"Gaguinho";"comercio"
"Lj 3009 Centernorte Sp";"comercio"
"J A Rodrigues Bici01/02";"comercio"
"M Jarouche Comerci02/03";"comercio"
"Artemis Comercio D02/03";"comercio"
"Aluguel           02/06";"localiza"
"Amazon Prime Aluguel";"amazon"
"Amazon Prime Canais";"amazon"
"Djm Bazar Ltda    02/02";"comercio"
"Faz Master M Restauran";"alimentacao"
"Pag*allandia-ct";"comercio"
"Pag*mundomeddrogaria";"comercio"
"Julio Buono";"comercio"
"Lanc E Salg -ct  Ana";"alimentacao"
"Lanc E Salg -ct  Ana";"alimentacao"
"Pg *ton Gica-ct Re";"comercio"
"Dany Modas";"comercio"
"Pag*wmodas";"roupa"
"Pag*vendas  -ct";"comercio"
"Amazon Prime Aluguel";"amazon"
"Fdi Fernao Dias Drive";"comercio"
"Pimentas Doce";"comercio"
"Pag*mjlcomerciode";"comercio"
"Amazon Prime Canais";"amazon"
"Matriz";"comercio"
"Matriz";"comercio"
"Conveniencia-ct";"comercio"
"Ze Das Plantas";"comercio"
"Roselene Sidneia Alan";"pessoa"
"Amazon Prime Canais";"amazon"
"Amazon Prime Aluguel";"amazon"
"Estacionamen-ct Rena 7";"estacionamento"
"Bacio Dilate Apos 10hr";"comercio"
"Banca Da Michele";"comercio"
"Mp *espacoce-ct";"comercio"
"Shopping Center Eldora";"comercio"
"Pg *ton Lemon Cake C";"alimentacao"
"Claudinea Carmen Antu";"pessoa"
"Djm Bazar Ltda    01/02";"comercio"
"Berlinf*tuim-ct";"comercio"
"Pag*mjlcomerciode";"comercio"
"Amazon Prime Canais";"amazon"
"Y Model           02/03";"comercio"
"Zp          *sympl02/03";"comercio"
"Pag*allandia-ct";"comercio"
"Mp*sushivilmaria";"comercio"
"Marcelo Naok-ct Yan";"comercio"
"Fdi Fernao Dias Drive";"comercio"
"Bp Crf Tiete-ct";"comercio"
"Pag*dlyrioco-ct Coes";"comercio"
"Roasted Pota-ct  Suco";"comercio"
"Axe Brasil";"comercio"
"Bella Italia";"comercio"
"Ryma Mini Mercado E Pa";"comercio"
"Amazon Prime Canais";"amazon"
"Aluguel            (05/06)";"localiza"
"Rick Calcados";"comercio"
"Mauro Chapol-ct";"pessoa"
"Pag*laysrose-ct Silva";"comercio"
"Filial Popey-ct Hoppin";"comercio"
"Lombardi Alb Fast Food";"comercio"
"Ejk Empreendimentos Em";"comercio"
"Tasy Bijous -ct";"comercio"
"Mercpago*espacoceara";"alimentacao"
"Pag*autopostopacifici";"posto_gasolina"
"Amazon Prime Aluguel";"amazon"
"Alro Comercio De Alim";"comercio"
"Dino Baby Eventos Infa";"roupa"
"Sodie Parque Novo Mund";"alimentacao"
"Pag*gagosbrothers";"comercio"
"Fernando    -ct";"pessoa"
"Fernando    -ct";"pessoa"
"Bate Bola Es-ct Onamen";"comercio"
"Amazon Prime Canais";"amazon"
"Roberto Vidal Card03/03";"pessoa"
"Amazon Marketplace02/02";"amazon"
"Amazon Marketplace";"amazon"
"Lamour Cafe Prime Ltda";"alimentacao"
"Jose Da Silva Carvalh";"pessoa"
"Estapar*zad*sao*paulo";"estacionamento"
"Pag*mjlcomerciode";"comercio"
"3713 - Grsa Gr Pao De";"comercio"
"Sapeka Kids";"roupa"
"Auto Posto B-ct L";"posto"
"Pag*xpressfoodbox";"alimentacao"
"Rita De Sous-ct O De";"pessoa"
"Delight     -ct";"comercio"
"Canaa Lancho-ct  E Cas";"comercio"
"Magia Comercio Embalage";"comercio"
"Panetteria Novo Mundo";"alimentacao"
"Y Model           01/03";"comercio"
"Mbz Games   -ct";"comercio"
"Mbz Games   -ct";"comercio"
"Fc Empreendi-ct Os";"comercio"
"Espaco Livre-ct I";"comercio"
"Estapar*zad*sao*paulo";"estacionamento"
"Trupi Danubi-ct Ul";"comercio"
"Pag*gueldoces";"comercio"
"Sympla *igor Farias At";"comercio"
"Patati Patat-ct Rco Sho";"lazer"
"Encargos De Atraso";"comercio"
"Aluguel            (04/06)";"localiza"
"M Jarouche Comerci01/03";"comercio"
"Artemis Comercio D01/03";"comercio"
"Amazon Prime Canais";"amazon"
"Aluguel           01/06";"localiza"
"Amazon Prime Canais";"amazon"
"Mp *klmcentr-ct O  (04/04)";"comercio"
"Aluguel            (04/06)";"localiza"
"Loja Vic    -ct   02/02";"comercio"
"Roberto Vidal Card02/03";"pessoa"
"Roberto Vidal Cardoso";"pessoa"
"Torra Torra -ct";"roupa"
"Rotiserie La Rome 02/02";"alimentacao"
"J A Rodrigues Bici02/02";"comercio"
"Rbm Supermer-ct  Ltda";"mercado"
"Happy Kids";"roupa"
"Panetteria Novo Mundo";"alimentacao"
"Pag*djmvariedades";"comercio"
"Aliado 2";"comercio"
"Franclau Comercio De";"comercio"
"Mercadopago*espacoceara";"comercio"
"Pag*julianelimade";"pessoa"
"Amazon Marketplace01/02";"amazon"
"Pag*allandiasdos";"pessoa"
"Pag*allandiasdos";"pessoa"
"Encargos De Atraso";"comercio"
"Biscoite Vl -ct Pia";"comercio"
"Loja Vic    -ct   01/02";"comercio"
"Mercadopago*bancanovomu";"comercio"
"Gaguinho";"comercio"
"Pag*niwsonyoshihide";"comercio"
"Lj 3009 Centernorte Sp";"comercio"
"Pag*saboresdomilho";"alimentacao"
"Pag*franciscoestrelad";"comercio"
"Rotiserie La Rome 01/02";"alimentacao"
"J A Rodrigues Bici01/02";"comercio"
"conducao";"conducao"	
"compras";"compras"
"compras";"compras"
"Mp *klmcentr-ct O 01/04";"comercio"
"Pag*pastelda-ct";"alimentacao"
"Pag*pizzarianovomundo";"pizzaria"
"Netpark";"comercio"
"Center Carnes Universa";"alimentacao"
"Quitanda E M-ct Aria Pr";"comercio"
"Mp *klmcentr-ct O 02/04";"comercio"
"Mercado Da V-ct";"comercio"
"Vila Guilherme";"comercio"
"Sezefredo Fagundes";"comercio"
"Tatuape";"comercio"
"Eng Caetano Alvares";"comercio"
"Novo Pantera";"comercio"
"Santana";"comercio"
"condução";"conducao"	
"compras";"compras"
"compras";"compras"
"Mercadopago*-ct Coceara";"comercio"
"001";""
"001";""
"Pag*geraldot-ct Atova";""
"compras";""
"compras";""
"condução";""
"001";""
"001";""
"Pag*geraldot-ct Atova";""
"compras";""
"compras";""
"condução";""
